,Trial,Size,Comparisons,Swaps,Insert duration
342,3.0,4300.0,4299.0,0.0,0.034841060638427734
343,3.0,4400.0,4399.0,0.0,0.034142255783081055
344,3.0,4500.0,4499.0,0.0,0.03493022918701172
345,3.0,4600.0,4599.0,0.0,0.037162065505981445
346,3.0,4700.0,4699.0,0.0,0.03585696220397949
347,3.0,4800.0,4799.0,0.0,0.041702985763549805
348,3.0,4900.0,4899.0,0.0,0.03263211250305176
349,3.0,5000.0,4999.0,0.0,0.038063764572143555
350,3.0,5100.0,5099.0,0.0,0.03846406936645508
351,3.0,5200.0,5199.0,0.0,0.036804914474487305
352,3.0,5300.0,5299.0,0.0,0.04567408561706543
353,3.0,5400.0,5399.0,0.0,0.04670906066894531
354,3.0,5500.0,5499.0,0.0,0.046948909759521484
355,3.0,5600.0,5599.0,0.0,0.05011296272277832
356,3.0,5700.0,5699.0,0.0,0.042246103286743164
357,3.0,5800.0,5799.0,0.0,0.05323004722595215
358,3.0,5900.0,5899.0,0.0,0.048027992248535156
359,3.0,6000.0,5999.0,0.0,0.04667186737060547
360,3.0,6100.0,6099.0,0.0,0.05031228065490723
361,3.0,6200.0,6199.0,0.0,0.05243396759033203
362,3.0,6300.0,6299.0,0.0,0.04851102828979492
363,3.0,6400.0,6399.0,0.0,0.044625043869018555
364,3.0,6500.0,6499.0,0.0,0.0532228946685791
365,3.0,6600.0,6599.0,0.0,0.05686688423156738
366,3.0,6700.0,6699.0,0.0,0.056999921798706055
367,3.0,6800.0,6799.0,0.0,0.05512118339538574
368,3.0,6900.0,6899.0,0.0,0.052288055419921875
369,3.0,7000.0,6999.0,0.0,0.05457925796508789
370,3.0,7100.0,7099.0,0.0,0.058145999908447266
371,3.0,7200.0,7199.0,0.0,0.05048179626464844
372,3.0,7300.0,7299.0,0.0,0.06319022178649902
373,3.0,7400.0,7399.0,0.0,0.06123995780944824
374,3.0,7500.0,7499.0,0.0,0.0619809627532959
375,3.0,7600.0,7599.0,0.0,0.05898308753967285
376,3.0,7700.0,7699.0,0.0,0.06175398826599121
377,3.0,7800.0,7799.0,0.0,0.07108020782470703
378,3.0,7900.0,7899.0,0.0,0.05524086952209473
379,3.0,8000.0,7999.0,0.0,0.06794905662536621
380,3.0,8100.0,8099.0,0.0,0.0600428581237793
381,3.0,8200.0,8199.0,0.0,0.05780673027038574
382,3.0,8300.0,8299.0,0.0,0.08655738830566406
383,3.0,8400.0,8399.0,0.0,0.06621909141540527
384,3.0,8500.0,8499.0,0.0,0.0659027099609375
385,3.0,8600.0,8599.0,0.0,0.06709480285644531
386,3.0,8700.0,8699.0,0.0,0.0688779354095459
387,3.0,8800.0,8799.0,0.0,0.06792807579040527
388,3.0,8900.0,8899.0,0.0,0.0719308853149414
389,3.0,9000.0,8999.0,0.0,0.06620383262634277
390,3.0,9100.0,9099.0,0.0,0.07312703132629395
391,3.0,9200.0,9199.0,0.0,0.07700204849243164
392,3.0,9300.0,9299.0,0.0,0.0657198429107666
393,3.0,9400.0,9399.0,0.0,0.06962013244628906
394,3.0,9500.0,9499.0,0.0,0.0809941291809082
395,3.0,9600.0,9599.0,0.0,0.08611893653869629
396,3.0,9700.0,9699.0,0.0,0.07153773307800293
397,3.0,9800.0,9799.0,0.0,0.0780646800994873
398,3.0,9900.0,9899.0,0.0,0.08332681655883789
399,3.0,10000.0,9999.0,0.0,0.08594894409179688
400,4.0,100.0,99.0,0.0,0.0007371902465820312
401,4.0,200.0,199.0,0.0,0.001856088638305664
402,4.0,300.0,299.0,0.0,0.0023980140686035156
403,4.0,400.0,399.0,0.0,0.0022573471069335938
404,4.0,500.0,499.0,0.0,0.004899024963378906
405,4.0,600.0,599.0,0.0,0.0036401748657226562
406,4.0,700.0,699.0,0.0,0.005467891693115234
407,4.0,800.0,799.0,0.0,0.005296945571899414
408,4.0,900.0,899.0,0.0,0.007313251495361328
409,4.0,1000.0,999.0,0.0,0.0067899227142333984
410,4.0,1100.0,1099.0,0.0,0.007793903350830078
411,4.0,1200.0,1199.0,0.0,0.010070085525512695
412,4.0,1300.0,1299.0,0.0,0.008227825164794922
413,4.0,1400.0,1399.0,0.0,0.01395106315612793
414,4.0,1500.0,1499.0,0.0,0.0133819580078125
415,4.0,1600.0,1599.0,0.0,0.013043880462646484
416,4.0,1700.0,1699.0,0.0,0.014739036560058594
417,4.0,1800.0,1799.0,0.0,0.01271510124206543
418,4.0,1900.0,1899.0,0.0,0.013426780700683594
419,4.0,2000.0,1999.0,0.0,0.01393270492553711
420,4.0,2100.0,2099.0,0.0,0.01774001121520996
421,4.0,2200.0,2199.0,0.0,0.014857053756713867
422,4.0,2300.0,2299.0,0.0,0.0234220027923584
423,4.0,2400.0,2399.0,0.0,0.01613616943359375
424,4.0,2500.0,2499.0,0.0,0.018730878829956055
425,4.0,2600.0,2599.0,0.0,0.021852970123291016
426,4.0,2700.0,2699.0,0.0,0.022863149642944336
427,4.0,2800.0,2799.0,0.0,0.02507495880126953
428,4.0,2900.0,2899.0,0.0,0.03533506393432617
429,4.0,3000.0,2999.0,0.0,0.028756141662597656
430,4.0,3100.0,3099.0,0.0,0.03236508369445801
431,4.0,3200.0,3199.0,0.0,0.04777812957763672
432,4.0,3300.0,3299.0,0.0,0.032525062561035156
433,4.0,3400.0,3399.0,0.0,0.03460502624511719
434,4.0,3500.0,3499.0,0.0,0.03650403022766113
435,4.0,3600.0,3599.0,0.0,0.03854799270629883
436,4.0,3700.0,3699.0,0.0,0.03926682472229004
437,4.0,3800.0,3799.0,0.0,0.03037285804748535
438,4.0,3900.0,3899.0,0.0,0.03494691848754883
439,4.0,4000.0,3999.0,0.0,0.039434194564819336
440,4.0,4100.0,4099.0,0.0,0.036165714263916016
441,4.0,4200.0,4199.0,0.0,0.03477191925048828
442,4.0,4300.0,4299.0,0.0,0.03259897232055664
443,4.0,4400.0,4399.0,0.0,0.03000617027282715
444,4.0,4500.0,4499.0,0.0,0.041059017181396484
445,4.0,4600.0,4599.0,0.0,0.0421290397644043
446,4.0,4700.0,4699.0,0.0,0.04217982292175293
447,4.0,4800.0,4799.0,0.0,0.04268002510070801
448,4.0,4900.0,4899.0,0.0,0.04308605194091797
449,4.0,5000.0,4999.0,0.0,0.04015779495239258
450,4.0,5100.0,5099.0,0.0,0.04354500770568848
451,4.0,5200.0,5199.0,0.0,0.045288801193237305
452,4.0,5300.0,5299.0,0.0,0.041162967681884766
453,4.0,5400.0,5399.0,0.0,0.055581092834472656
454,4.0,5500.0,5499.0,0.0,0.08196711540222168
455,4.0,5600.0,5599.0,0.0,0.06327104568481445
456,4.0,5700.0,5699.0,0.0,0.05548691749572754
457,4.0,5800.0,5799.0,0.0,0.056761980056762695
458,4.0,5900.0,5899.0,0.0,0.05854201316833496
459,4.0,6000.0,5999.0,0.0,0.06351184844970703
460,4.0,6100.0,6099.0,0.0,0.04844093322753906
461,4.0,6200.0,6199.0,0.0,0.06391334533691406
462,4.0,6300.0,6299.0,0.0,0.060002803802490234
463,4.0,6400.0,6399.0,0.0,0.05732989311218262
464,4.0,6500.0,6499.0,0.0,0.05330491065979004
465,4.0,6600.0,6599.0,0.0,0.06810879707336426
466,4.0,6700.0,6699.0,0.0,0.05888795852661133
467,4.0,6800.0,6799.0,0.0,0.06526494026184082
468,4.0,6900.0,6899.0,0.0,0.058580875396728516
469,4.0,7000.0,6999.0,0.0,0.06011199951171875
470,4.0,7100.0,7099.0,0.0,0.06455492973327637
471,4.0,7200.0,7199.0,0.0,0.06351208686828613
472,4.0,7300.0,7299.0,0.0,0.06072211265563965
473,4.0,7400.0,7399.0,0.0,0.07117104530334473
474,4.0,7500.0,7499.0,0.0,0.07636880874633789
475,4.0,7600.0,7599.0,0.0,0.06766009330749512
476,4.0,7700.0,7699.0,0.0,0.06939911842346191
477,4.0,7800.0,7799.0,0.0,0.07278680801391602
478,4.0,7900.0,7899.0,0.0,0.07473897933959961
479,4.0,8000.0,7999.0,0.0,0.08982229232788086
480,4.0,8100.0,8099.0,0.0,0.13019704818725586
481,4.0,8200.0,8199.0,0.0,0.08155488967895508
