,Trial,Size,Comparisons,Swaps,QuickSort duration,Trial,Size,Comparisons,Swaps,Merge duration,Trial,Size,Comparisons,Swaps,Insert duration
103,1.0,400.0,2278.0,2541.0,0.04879474639892578,1.0,400.0,1664.0,2063.0,0.047840118408203125,1.0,400.0,399.0,0.0,0.0028388500213623047
104,1.0,500.0,2083.0,2414.0,0.05121803283691406,1.0,500.0,2216.0,2715.0,0.05397486686706543,1.0,500.0,499.0,0.0,0.003802776336669922
105,1.0,600.0,2932.0,3327.0,0.0861368179321289,1.0,600.0,2660.0,3259.0,0.05607295036315918,1.0,600.0,599.0,0.0,0.005159139633178711
106,1.0,700.0,3333.0,3800.0,0.09553289413452148,1.0,700.0,3172.0,3871.0,0.09436964988708496,1.0,700.0,699.0,0.0,0.005395174026489258
107,1.0,800.0,5213.0,5749.0,0.10606217384338379,1.0,800.0,3728.0,4527.0,0.09521222114562988,1.0,800.0,799.0,0.0,0.0058269500732421875
108,1.0,900.0,4267.0,4872.0,0.09760379791259766,1.0,900.0,4304.0,5203.0,0.10444211959838867,1.0,900.0,899.0,0.0,0.03620100021362305
109,1.0,1000.0,5224.0,5891.0,0.1058812141418457,1.0,1000.0,4932.0,5931.0,0.14560794830322266,1.0,1000.0,999.0,0.0,0.008549928665161133
110,1.0,1100.0,5872.0,6591.0,0.18013906478881836,1.0,1100.0,5420.0,6519.0,0.11898970603942871,1.0,1100.0,1099.0,0.0,0.037240028381347656
111,1.0,1200.0,6732.0,7531.0,0.15319609642028809,1.0,1200.0,5920.0,7119.0,0.1502079963684082,1.0,1200.0,1199.0,0.0,0.03942704200744629
112,1.0,1300.0,7473.0,8348.0,0.16092705726623535,1.0,1300.0,6480.0,7779.0,0.1939840316772461,1.0,1300.0,1299.0,0.0,0.010426044464111328
113,1.0,1400.0,8360.0,9297.0,0.29035329818725586,1.0,1400.0,7044.0,8443.0,0.1921689510345459,1.0,1400.0,1399.0,0.0,0.01166677474975586
114,1.0,1500.0,9277.0,10279.0,0.20321989059448242,1.0,1500.0,7664.0,9163.0,0.2321479320526123,1.0,1500.0,1499.0,0.0,0.01357412338256836
115,1.0,1600.0,7905.0,8969.0,0.1991288661956787,1.0,1600.0,8256.0,9855.0,0.23943495750427246,1.0,1600.0,1599.0,0.0,0.044592857360839844
116,1.0,1700.0,9472.0,10589.0,0.2087690830230713,1.0,1700.0,8836.0,10535.0,0.2396409511566162,1.0,1700.0,1699.0,0.0,0.015433073043823242
117,1.0,1800.0,9960.0,11163.0,0.24061298370361328,1.0,1800.0,9508.0,11307.0,0.2555110454559326,1.0,1800.0,1799.0,0.0,0.04415416717529297
118,1.0,1900.0,11503.0,12776.0,0.25609397888183594,1.0,1900.0,10144.0,12043.0,0.2514371871948242,1.0,1900.0,1899.0,0.0,0.04188895225524902
119,1.0,2000.0,14050.0,15392.0,0.3386082649230957,1.0,2000.0,10864.0,12863.0,0.2584519386291504,1.0,2000.0,1999.0,0.0,0.04372811317443848
120,1.0,2100.0,13750.0,15131.0,0.34215497970581055,1.0,2100.0,11456.0,13555.0,0.26737093925476074,1.0,2100.0,2099.0,0.0,0.04584622383117676
121,1.0,2200.0,12201.0,13659.0,0.29871106147766113,1.0,2200.0,11940.0,14139.0,0.2985680103302002,1.0,2200.0,2199.0,0.0,0.04465198516845703
122,1.0,2300.0,15778.0,17303.0,0.39655017852783203,1.0,2300.0,12512.0,14811.0,0.34973716735839844,1.0,2300.0,2299.0,0.0,0.04740500450134277
123,1.0,2400.0,16751.0,18351.0,0.35895872116088867,1.0,2400.0,13040.0,15439.0,0.3469419479370117,1.0,2400.0,2399.0,0.0,0.05550980567932129
124,1.0,2500.0,13486.0,15158.0,0.333514928817749,1.0,2500.0,13652.0,16151.0,0.31338024139404297,1.0,2500.0,2499.0,0.0,0.08256292343139648
125,1.0,2600.0,15411.0,17142.0,0.3139219284057617,1.0,2600.0,14260.0,16859.0,0.3832271099090576,1.0,2600.0,2599.0,0.0,0.052953243255615234
126,1.0,2700.0,14855.0,16662.0,0.5007128715515137,1.0,2700.0,14840.0,17539.0,0.35063886642456055,1.0,2700.0,2699.0,0.0,0.051384925842285156
127,1.0,2800.0,18008.0,19855.0,0.43654799461364746,1.0,2800.0,15488.0,18287.0,0.4113311767578125,1.0,2800.0,2799.0,0.0,0.05158805847167969
128,1.0,2900.0,18808.0,20756.0,0.443706750869751,1.0,2900.0,16120.0,19019.0,0.40367794036865234,1.0,2900.0,2899.0,0.0,0.05175280570983887
129,1.0,3000.0,18403.0,20402.0,0.4882950782775879,1.0,3000.0,16828.0,19827.0,0.45738697052001953,1.0,3000.0,2999.0,0.0,0.0967569351196289
130,1.0,3100.0,21682.0,23752.0,0.6961801052093506,1.0,3100.0,17528.0,20627.0,0.6492550373077393,1.0,3100.0,3099.0,0.0,0.09298086166381836
131,1.0,3200.0,18746.0,20864.0,0.6834259033203125,1.0,3200.0,18112.0,21311.0,0.7028141021728516,1.0,3200.0,3199.0,0.0,0.061105966567993164
132,1.0,3300.0,22067.0,24269.0,0.6938681602478027,1.0,3300.0,18728.0,22027.0,0.8929321765899658,1.0,3300.0,3299.0,0.0,0.19416117668151855
133,1.0,3400.0,25590.0,27869.0,1.6543638706207275,1.0,3400.0,19372.0,22771.0,0.6448540687561035,1.0,3400.0,3399.0,0.0,0.09341192245483398
134,1.0,3500.0,22486.0,24834.0,0.6497790813446045,1.0,3500.0,20064.0,23563.0,0.6519820690155029,1.0,3500.0,3499.0,0.0,0.09261417388916016
135,1.0,3600.0,22528.0,24892.0,0.7443921566009521,1.0,3600.0,20816.0,24415.0,0.6656391620635986,1.0,3600.0,3599.0,0.0,0.09318280220031738
136,1.0,3700.0,23221.0,25667.0,0.7022299766540527,1.0,3700.0,21468.0,25167.0,0.8817470073699951,1.0,3700.0,3699.0,0.0,0.1043248176574707
137,1.0,3800.0,25007.0,27539.0,0.7453961372375488,1.0,3800.0,22188.0,25987.0,0.7079901695251465,1.0,3800.0,3799.0,0.0,0.09608101844787598
138,1.0,3900.0,23378.0,25970.0,0.5845160484313965,1.0,3900.0,22940.0,26839.0,0.6653051376342773,1.0,3900.0,3899.0,0.0,0.0905449390411377
139,1.0,4000.0,25644.0,28318.0,0.6057968139648438,1.0,4000.0,23728.0,27727.0,0.6455659866333008,1.0,4000.0,3999.0,0.0,0.0892033576965332
140,1.0,4100.0,28407.0,31114.0,0.6534152030944824,1.0,4100.0,24584.0,28683.0,0.6425328254699707,1.0,4100.0,4099.0,0.0,0.06300687789916992
141,1.0,4200.0,29397.0,32215.0,0.8508868217468262,1.0,4200.0,25012.0,29211.0,0.7391669750213623,1.0,4200.0,4199.0,0.0,0.09191393852233887
142,1.0,4300.0,33165.0,36032.0,0.7533280849456787,1.0,4300.0,25528.0,29827.0,0.6614792346954346,1.0,4300.0,4299.0,0.0,0.09079408645629883
143,1.0,4400.0,33455.0,36397.0,1.1496739387512207,1.0,4400.0,26080.0,30479.0,0.8518280982971191,1.0,4400.0,4399.0,0.0,0.09288811683654785
144,1.0,4500.0,30313.0,33335.0,0.7908120155334473,1.0,4500.0,26660.0,31159.0,0.9048609733581543,1.0,4500.0,4499.0,0.0,0.10563778877258301
145,1.0,4600.0,37207.0,40280.0,0.9302060604095459,1.0,4600.0,27324.0,31923.0,0.6603310108184814,1.0,4600.0,4599.0,0.0,0.0966489315032959
146,1.0,4700.0,34069.0,37181.0,0.7846441268920898,1.0,4700.0,27860.0,32559.0,0.7000629901885986,1.0,4700.0,4699.0,0.0,0.06472611427307129
147,1.0,4800.0,33009.0,36234.0,0.7495479583740234,1.0,4800.0,28480.0,33279.0,0.7369709014892578,1.0,4800.0,4799.0,0.0,0.09388494491577148
148,1.0,4900.0,34161.0,37407.0,0.7585878372192383,1.0,4900.0,29124.0,34023.0,0.7452840805053711,1.0,4900.0,4899.0,0.0,0.10034370422363281
149,1.0,5000.0,32276.0,35624.0,0.7349298000335693,1.0,5000.0,29804.0,34803.0,0.7152299880981445,1.0,5000.0,4999.0,0.0,0.10268497467041016
150,1.0,5100.0,35057.0,38486.0,0.976935863494873,1.0,5100.0,30540.0,35639.0,0.8627541065216064,1.0,5100.0,5099.0,0.0,0.09958100318908691
151,1.0,5200.0,40080.0,43525.0,0.898597240447998,1.0,5200.0,31120.0,36319.0,0.8348948955535889,1.0,5200.0,5199.0,0.0,0.10081100463867188
152,1.0,5300.0,40979.0,44502.0,0.907559871673584,1.0,5300.0,31720.0,37019.0,0.8353509902954102,1.0,5300.0,5299.0,0.0,0.09766101837158203
153,1.0,5400.0,45907.0,49489.0,1.200087070465088,1.0,5400.0,32380.0,37779.0,0.854895830154419,1.0,5400.0,5399.0,0.0,0.10220003128051758
154,1.0,5500.0,37071.0,40710.0,0.8862650394439697,1.0,5500.0,33052.0,38551.0,0.8484218120574951,1.0,5500.0,5499.0,0.0,0.10019707679748535
155,1.0,5600.0,33688.0,37422.0,0.7877929210662842,1.0,5600.0,33776.0,39375.0,0.8153882026672363,1.0,5600.0,5599.0,0.0,0.13921594619750977
156,1.0,5700.0,38742.0,42528.0,0.9892950057983398,1.0,5700.0,34452.0,40151.0,0.8560478687286377,1.0,5700.0,5699.0,0.0,0.10888290405273438
157,1.0,5800.0,41753.0,45595.0,0.9838080406188965,1.0,5800.0,35140.0,40939.0,0.8598458766937256,1.0,5800.0,5799.0,0.0,0.13570499420166016
158,1.0,5900.0,49800.0,53734.0,1.2419829368591309,1.0,5900.0,35908.0,41807.0,0.9038479328155518,1.0,5900.0,5899.0,0.0,0.10205411911010742
159,1.0,6000.0,43018.0,47026.0,1.0428168773651123,1.0,6000.0,36656.0,42655.0,0.8565287590026855,1.0,6000.0,5999.0,0.0,0.1329820156097412
160,1.0,6100.0,48380.0,52456.0,1.0491597652435303,1.0,6100.0,37472.0,43571.0,0.8962907791137695,1.0,6100.0,6099.0,0.0,0.10730290412902832
