,Trial,Size,Comparisons,Swaps,QuickSort duration
420,4.0,2100.0,14740.0,16140.0,0.12948298454284668
421,4.0,2200.0,15179.0,16648.0,0.1550142765045166
422,4.0,2300.0,14486.0,16027.0,0.13541603088378906
423,4.0,2400.0,15189.0,16801.0,0.14336681365966797
424,4.0,2500.0,16198.0,17887.0,0.15158796310424805
425,4.0,2600.0,16488.0,18225.0,0.1514909267425537
426,4.0,2700.0,17944.0,19733.0,0.18072104454040527
427,4.0,2800.0,18788.0,20669.0,0.1764230728149414
428,4.0,2900.0,18457.0,20394.0,0.17703914642333984
429,4.0,3000.0,19233.0,21218.0,0.249406099319458
430,4.0,3100.0,21328.0,23374.0,0.25833797454833984
431,4.0,3200.0,21814.0,23972.0,0.2579081058502197
432,4.0,3300.0,22803.0,24998.0,0.2707810401916504
433,4.0,3400.0,20566.0,22816.0,0.24195408821105957
434,4.0,3500.0,24328.0,26667.0,0.3126378059387207
435,4.0,3600.0,22216.0,24603.0,0.2655961513519287
436,4.0,3700.0,23247.0,25733.0,0.28624892234802246
437,4.0,3800.0,29027.0,31563.0,0.31465911865234375
438,4.0,3900.0,26684.0,29278.0,0.2648191452026367
439,4.0,4000.0,25421.0,28072.0,0.2857232093811035
440,4.0,4100.0,29373.0,32106.0,0.27792787551879883
441,4.0,4200.0,28673.0,31471.0,0.260051965713501
442,4.0,4300.0,39115.0,41985.0,0.37413597106933594
443,4.0,4400.0,27733.0,30626.0,0.28879690170288086
444,4.0,4500.0,35180.0,38182.0,0.33277010917663574
445,4.0,4600.0,32469.0,35522.0,0.35462093353271484
446,4.0,4700.0,31807.0,34925.0,0.3401482105255127
447,4.0,4800.0,33044.0,36244.0,0.35710692405700684
448,4.0,4900.0,34350.0,37615.0,0.3508939743041992
449,4.0,5000.0,35782.0,39118.0,0.42009782791137695
450,4.0,5100.0,33231.0,36639.0,0.3957791328430176
451,4.0,5200.0,41140.0,44627.0,0.40411806106567383
452,4.0,5300.0,33930.0,37452.0,0.3448159694671631
453,4.0,5400.0,37891.0,41469.0,0.3784308433532715
454,4.0,5500.0,33292.0,36951.0,0.3946690559387207
455,4.0,5600.0,42677.0,46427.0,0.6563150882720947
456,4.0,5700.0,45429.0,49241.0,0.5788650512695312
457,4.0,5800.0,46588.0,50453.0,0.5385029315948486
458,4.0,5900.0,47682.0,51642.0,0.5553078651428223
459,4.0,6000.0,46815.0,50827.0,0.5616180896759033
460,4.0,6100.0,54445.0,58528.0,0.6321978569030762
461,4.0,6200.0,47479.0,51629.0,0.5267977714538574
462,4.0,6300.0,51237.0,55428.0,0.5764281749725342
463,4.0,6400.0,44833.0,49105.0,0.4939541816711426
464,4.0,6500.0,49451.0,53794.0,0.5257189273834229
465,4.0,6600.0,55771.0,60169.0,0.5865311622619629
466,4.0,6700.0,49247.0,53703.0,0.6405789852142334
467,4.0,6800.0,54675.0,59214.0,0.5406241416931152
468,4.0,6900.0,45819.0,50430.0,0.446943998336792
